superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral division of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11525>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventrolateral (parvocellular) subdivsion of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11526>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventromedial  subdivsion of basomedial nucleus	<http://purl.obolibrary.org/obo/DHBA_11527>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal subdivision of CoA	<http://purl.obolibrary.org/obo/DHBA_11528>	gen	cortical amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002891)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral subdivision of CoA	<http://purl.obolibrary.org/obo/DHBA_11529>	gen	cortical amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002891)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of medial nucleus	<http://purl.obolibrary.org/obo/DHBA_11530>	gen	medial amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of medial nucleus	<http://purl.obolibrary.org/obo/DHBA_11531>	gen	medial amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal part of caudal medial nucleus	<http://purl.obolibrary.org/obo/DHBA_11532>	gen	medial amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral part of caudal medial nucleus	<http://purl.obolibrary.org/obo/DHBA_11533>	gen	medial amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002892)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral pole of caudate head	<http://purl.obolibrary.org/obo/DHBA_11534>	gen	head of caudate nucleus (http://purl.obolibrary.org/obo/UBERON_0002626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsolateral part of caudate head	<http://purl.obolibrary.org/obo/DHBA_11535>	gen	head of caudate nucleus (http://purl.obolibrary.org/obo/UBERON_0002626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventromedial part of caudate head	<http://purl.obolibrary.org/obo/DHBA_11536>	gen	head of caudate nucleus (http://purl.obolibrary.org/obo/UBERON_0002626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral putamen	<http://purl.obolibrary.org/obo/DHBA_11537>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal putamen	<http://purl.obolibrary.org/obo/DHBA_11538>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	laterodorsal part of putamen	<http://purl.obolibrary.org/obo/DHBA_11539>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate part of putamen	<http://purl.obolibrary.org/obo/DHBA_11540>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medioventral part of putamen	<http://purl.obolibrary.org/obo/DHBA_11541>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal subdivision (cell groups) of putamen	<http://purl.obolibrary.org/obo/DHBA_11542>	gen	putamen (http://purl.obolibrary.org/obo/UBERON_0001874)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral portion of the core	<http://purl.obolibrary.org/obo/DHBA_11543>	gen	core of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012170)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial portion of the core	<http://purl.obolibrary.org/obo/DHBA_11544>	gen	core of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012170)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral portion of the shell	<http://purl.obolibrary.org/obo/DHBA_11545>	gen	shell of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012171)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate portion of the shell	<http://purl.obolibrary.org/obo/DHBA_11546>	gen	shell of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012171)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial portion of the shell	<http://purl.obolibrary.org/obo/DHBA_11547>	gen	shell of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012171)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	central portion of GPi	<http://purl.obolibrary.org/obo/DHBA_11548>	gen	medial globus pallidus (http://purl.obolibrary.org/obo/UBERON_0002477)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	peripheral portion of GPi	<http://purl.obolibrary.org/obo/DHBA_11549>	gen	medial globus pallidus (http://purl.obolibrary.org/obo/UBERON_0002477)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal division of lateral septal nucleus	<http://purl.obolibrary.org/obo/DHBA_11550>	gen	lateral septal nucleus (http://purl.obolibrary.org/obo/UBERON_0002667)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intermediate division of lateral septal nucleus	<http://purl.obolibrary.org/obo/DHBA_11551>	gen	lateral septal nucleus (http://purl.obolibrary.org/obo/UBERON_0002667)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral division of lateral septal nucleus	<http://purl.obolibrary.org/obo/DHBA_11552>	gen	lateral septal nucleus (http://purl.obolibrary.org/obo/UBERON_0002667)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral cell groups of basal nucleus	<http://purl.obolibrary.org/obo/DHBA_11553>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial cell groups of basal nucleus	<http://purl.obolibrary.org/obo/DHBA_11554>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral subdivision of BNSTm	<http://purl.obolibrary.org/obo/DHBA_11555>	gen	medial nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034895)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of BNSTm	<http://purl.obolibrary.org/obo/DHBA_11556>	gen	medial nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034895)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral subdivision of BNSTmc	<http://purl.obolibrary.org/obo/DHBA_11557>	gen	medial nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034895)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of BNSTmc	<http://purl.obolibrary.org/obo/DHBA_11559>	gen	medial nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034895)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	juxtacapsular subdivision of BNSTl	<http://purl.obolibrary.org/obo/DHBA_11561>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal subdivision of BNSTl	<http://purl.obolibrary.org/obo/DHBA_11562>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral subdivision of BNSTl	<http://purl.obolibrary.org/obo/DHBA_11563>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal subdivision of BNSTl	<http://purl.obolibrary.org/obo/DHBA_11564>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supracapsular division of BNST	<http://purl.obolibrary.org/obo/DHBA_11565>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral column of BNSTsc	<http://purl.obolibrary.org/obo/DHBA_11566>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial column of BNSTsc	<http://purl.obolibrary.org/obo/DHBA_11567>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intercalated nuclei of BNST	<http://purl.obolibrary.org/obo/DHBA_11568>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial division of sublenticular extended amygdala	<http://purl.obolibrary.org/obo/DHBA_11569>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	central division of sublenticular extended amygdala	<http://purl.obolibrary.org/obo/DHBA_11570>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in dorsomedial frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11649>	gen	frontal cortex (http://purl.obolibrary.org/obo/UBERON_0001870)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in dorsomedial frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11650>	gen	frontal cortex (http://purl.obolibrary.org/obo/UBERON_0001870)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in dorsomedial frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11651>	gen	frontal cortex (http://purl.obolibrary.org/obo/UBERON_0001870)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in orbital frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11652>	gen	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_0004167)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in orbital frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11653>	gen	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_0004167)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in orbital frontal cortex	<http://purl.obolibrary.org/obo/DHBA_11654>	gen	orbitofrontal cortex (http://purl.obolibrary.org/obo/UBERON_0004167)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in posterior frontal cortex (motor cortex)	<http://purl.obolibrary.org/obo/DHBA_11655>	gen	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in posteror frontal cortex (motor cortex)	<http://purl.obolibrary.org/obo/DHBA_11656>	gen	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in posteror frontal cortex (motor cortex)	<http://purl.obolibrary.org/obo/DHBA_11657>	gen	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in dorsolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11658>	gen	dorsolateral prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0009834)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in dorsolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11659>	gen	dorsolateral prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0009834)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in dorsolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11660>	gen	dorsolateral prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0009834)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in ventrolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11661>	gen	prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0000451)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in ventrolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11662>	gen	prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0000451)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in ventrolateral prefrontal cortex	<http://purl.obolibrary.org/obo/DHBA_11663>	gen	prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0000451)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	CP in frontal polar cortex	<http://purl.obolibrary.org/obo/DHBA_11664>	gen	frontal pole (http://purl.obolibrary.org/obo/UBERON_0002795)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer CP in frontal polar cortex	<http://purl.obolibrary.org/obo/DHBA_11665>	gen	frontal pole (http://purl.obolibrary.org/obo/UBERON_0002795)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner CP in frontal polar cortex	<http://purl.obolibrary.org/obo/DHBA_11666>	gen	frontal pole (http://purl.obolibrary.org/obo/UBERON_0002795)	OR ADD LAYER	
